Country Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab League states,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,China and India,Colombia,Comoros,Congo,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Dem. People's Rep. Korea,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (all income levels),East Asia & Pacific (IDA & IBRD),East Asia and the Pacific (IFC classification),EASTERN EUROPE,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (all income levels),Europe & Central Asia (IDA & IBRD),Europe and Central Asia (IFC classification),European Community,European Union,Faeroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,High income: nonOECD,High income: OECD,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (all income levels),Latin America & Caribbean (IDA & IBRD),Latin America and the Caribbean (IFC classification),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,"Low income, excluding China and India",Lower middle income,Low-income Africa,Luxembourg,"Macao SAR, China",Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Middle East & North Africa,Middle East & North Africa (all income levels),Middle East & North Africa (IDA & IBRD),Middle East (developing only),Middle East and North Africa (IFC classification),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,Northern Mariana Islands,Norway,OECD members,Oman,Other low-income,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Severely Indebted,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Asia (IFC classification),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (all income levels),SUB-SAHARAN AFRICA (excl. Nigeria),Sub-Saharan Africa (IDA & IBRD),Sub-Saharan Africa (IFC classification),Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,"Taiwan, China",Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands,West Bank and Gaza,World,Yemen,"Yemen, PDR",Zambia,Zimbabwe,,,,Data from database: WDI Database Archives (beta),Last Updated: 02/22/2019
2000 [YR2000],9746770,1528046,15380507,,,8407379,44195,139113662,18926129,1628670,47012,9597994,4123171,4113396,152793,283388,64436550,140210,5295397,5231510,122796,3483091,,280702,4158052,1917111,876336,88664346,,164490,4188492,5906284,3260004,6246282,7660625,15527833,225201,3232047,,1907223,55928710,4187085,76135,7716709,614199718,,20423033,269505,1615149,23731839,1955051,8076629,2295252,5556419,71010,467862,5266297,,11751348,2697501,356821,,4271358,1215065241,892088472,1008583001,880337124,,,6297391,34741729,3040179,296261,1696516,745418,33360672,164471776,203868759,444282350,225849029,,,250104419,,399204,2649364,168275113,31049275,,115116,620448,619905,2323800,42178635,9373777,,5433618,,51375,,75899,5934006,4422247,634946,378786,4327908,238604120,564854852,,,3280384,3389957,5353114,1967952562,140483,2508251651,178114252,362184837,540299089,507537346,105672082,32600982,11675700,1912608,,3189814,29314804,1336801,64552735,2457924,7723769,15831345,42813,23422063,,852236,2476441,2672357,1014626255,231695838,264681083,256680949,,1279609,333361144,1630218,969395,1443101,2575492,,1861632,2474437608,234497241,,1119124439,,221417,222972,1015479,7916321,5765813,11373102,138430,5527487,195708,,,1355233,598324,,51213051,53050,139192005,155394476,137751295,,,2239940367,1897570,,1201825,306148,14555639,9401481,23575668,970746,,11934587,8037107,,105247,1964351,2539707,5718334,60667140,158718296,,2266121,590045463,994740,,10457199,917890,67052144,,1503316,2741051,2619219,12964040,38711182,19685018,5324523,520841279,277674710,1976507,205925,,11463790,77993457,4110741,83682,,69794,9455087,5019559,3827725,,,40720,2310946,2015669,,2772140,1017948,14607136,200523,4495281,23287947,670540403,670540403,,3362993,20655427,9413874,,80088,,53567,337052131,337092851,,337092851,,13585671,234064,550650,4484561,3674423,8109037,,3102545,17263719,31862217,429593,2505442,48197,637372,4833197,32096108,2293297,,,12155009,26285392,1025573,30198618,143190463,1120815928,1713809,12392126,90421,12194217,40734157,56183,1440710,3039292460,8834049,,5323084,6215453,,,,,
2001 [YR2001],10162500,1511707,15585633,,,8684468,44954,141998877,19139683,1618678,48252,9726262,4136937,4140707,155593,294859,65682263,140669,5271220,5248012,126635,3585781,,287239,4236323,1918932,889692,89936916,,168102,4108035,6073089,3335467,6376735,7857184,15682901,229250,3255490,,1945759,55644655,4346217,76599,7807911,618560573,,20724523,276166,1659944,24386505,1991165,8257519,2303194,5575590,68474,475707,5246281,,11853238,2706617,364384,,4340307,1236415633,900403464,1017602491,888550226,,,6410713,35388109,3065127,307027,1748560,740578,34338067,165029211,203824653,444925346,225817114,,,250526009,,400461,2654111,172515467,31271668,,117208,635201,639803,2308733,42219057,9627492,,5464694,,51459,,76553,6076429,4499934,647591,377478,4399844,245409263,568518372,,,3364548,3429847,5344068,1990444604,142368,2543856973,182153502,371258867,553412369,516357538,107105162,33027142,12011530,1941607,,3265659,29319124,1347442,64735890,2504147,7714021,16269934,43562,23603054,,873408,2498567,2717761,1021918873,235090439,268424524,260398017,,1263593,341928736,1685835,978681,1495425,2620276,,1848655,2509847238,240910255,,1138586982,,223993,228740,1019947,8164824,5928095,11614624,140865,5687913,197141,,,1395222,603367,,51878234,52932,141643729,158252288,140165866,,,2268936983,1893096,,1212825,307768,14733332,9660004,23852625,989015,,12159282,8096932,,107494,1977307,2578043,5922793,62190148,160235211,,2277264,594058173,1014032,,10638992,928402,68554278,,1533128,2811604,2670265,13137629,39565807,19689267,5358684,523304779,285555156,1981804,216144,,11313535,77731088,4263326,84197,,71299,9674940,5152400,3824573,,,40797,2399942,2073773,,2768092,1019357,14822884,206164,4635476,23622779,682842480,682842480,,3499376,20781269,9498515,,80886,,53566,346042473,346083270,,346083270,,13929667,236870,556118,4494970,3697164,8269444,,3154784,17747068,32190930,439830,2575684,48560,639938,4882926,32583452,2317930,,,12565900,26035272,1072376,30290831,144552310,1130350001,1717554,12552608,92526,12430447,41173348,56125,1477863,3078365610,9093108,,5470411,6296890,,,,,
2002 [YR2002],10637846,1509000,15790197,,,8985544,45454,144904104,19354161,1609088,49506,9845536,4156033,4165639,158644,307146,66913544,141108,5242444,5269639,130260,3691950,,293500,4314657,1920951,902190,91178885,,171279,4021416,6245194,3427608,6498963,8061389,15821913,233035,3279422,,1983309,55310486,4514262,77070,7897433,622567040,,21025290,282854,1705380,25102934,2024734,8427205,2303204,5591429,68539,483117,5236261,,11954889,2714812,371136,,4409640,1257526940,908308096,1026111027,896353207,,,6521538,36049457,3088239,318285,1807213,736353,35339729,165754086,203734327,445699936,225728215,,,251067134,,400855,2659223,176902693,31495642,,119131,650458,660658,2295260,42261204,9896583,,5488622,,51539,,77000,6222525,4579235,661255,376549,4471170,252481305,572153493,,,3449278,3460505,5331803,2012347537,143616,2579099544,186240913,380511094,566752007,525125249,108546196,33395107,12346914,1972516,,3331477,29344004,1357982,64913391,2551213,7713815,16718287,44320,23739931,,883499,2519816,2762783,1028736602,238409065,272090509,264039698,,1249474,350719817,1758022,986542,1530290,2665744,,1836116,2544903805,247513129,,1158083415,,226302,234925,1023493,8418063,6088628,11846187,143294,5858139,198632,,,1435805,607704,,52509648,52811,144046346,161045613,142530349,,,2297390676,1888695,,1225214,309401,14909301,9932985,24115469,1004713,,12363237,8147243,,109796,2013084,2615044,6136116,63757308,161662138,,2289408,598084911,1033547,,10823252,938570,70041610,,1563094,2883205,2720429,13308134,40432061,19690684,5383724,525762610,293789767,1985506,228096,,11116055,77450283,4367356,84771,,72926,9895338,5289935,3824453,,,42104,2510989,2095509,,2768074,1021046,15041244,211965,4772577,23949292,695111281,695111281,,3630124,21057122,9593001,,81578,,53604,355294690,355336794,,355336794,,14292471,239591,559666,4507623,3724484,8406299,,3211470,18260075,32487967,455292,2645135,48993,643113,4929636,33070055,2341545,,,12999501,25791452,1121532,30391190,145840225,1139307261,1718807,12709996,94855,12667322,41594260,56079,1515997,3117057298,9357323,,5619012,6374781,,,,,
2003 [YR2003],11144964,1507666,15999201,,,9307609,45789,147871961,19569048,1599553,50707,9968388,4175478,4190433,161894,320830,68117056,141535,5211727,5289562,133752,3801241,,299564,4393082,1922605,914320,92387090,,174060,3990804,6423208,3533912,6614097,8273579,15978061,236526,3303535,,2020142,55162167,4688526,77547,7985622,626282598,,21324176,289618,1752789,25875701,2056440,8591582,2302755,5604310,69944,490493,5234437,,12054172,2721780,377317,,4479173,1278491214,915853183,1034159574,903799011,,,6631444,36721185,3109899,330152,1868923,732515,36362427,166572492,203883481,446822812,225874397,,,251897842,,400926,2664210,181428126,31715684,,120908,666323,682421,2267649,42257125,10179717,,5506449,,51616,,77285,6371478,4661797,675792,375899,4542336,259798055,575734304,,,3534236,3469510,5319113,2034051083,144563,2614394860,190396892,389946885,580343777,533833882,109993540,33731820,12682258,2002796,,3391311,29453801,1368165,65078698,2605551,7736353,17178058,45101,23863421,,889844,2544649,2807873,1035329026,241679955,275707061,267634773,,1237988,359699655,1836677,993471,1555938,2711895,,1823526,2580016783,254322405,,1177622076,,229009,241276,1026256,8675990,6251067,12070231,145742,6038300,200013,,,1477096,612121,,53136973,52671,146454141,163851992,144899016,,,2325694378,1883397,,1238908,311003,15085371,10218785,24362088,1018550,,12552126,8183862,,111887,2054023,2651259,6358731,65373968,163021985,,2302579,602120912,1053038,,11010025,948803,71528649,,1593263,2955885,2769242,13476784,41292735,19688161,5400081,528277519,302351590,1987844,242359,,11043464,77179881,4440024,85415,,74657,10120074,5432494,3819423,,,41640,2634343,2067345,,2767140,1022264,15262363,217878,4909255,24265897,707316287,707316287,,3761486,21420496,9694304,,82223,,53680,364829736,364871376,,364871376,,14667144,242271,562334,4522041,3751081,8545532,,3272313,18802687,32757837,473641,2714713,49465,646711,4975120,33551955,2365057,,,13453710,25597962,1180382,30502795,147043924,1148072302,1718695,12861331,97347,12904427,42000775,56054,1555125,3155751087,9627089,,5769970,6452642,,,,,
2004 [YR2004],11642547,1505935,16218559,,,9645607,46097,150957572,19783381,1589708,51712,10084382,4200660,4220361,165215,336655,69276082,141989,5182423,5310399,137278,3913011,,305603,4471670,1923624,926701,93558761,,176532,3961458,6607935,3650063,6723831,8493856,16136529,239666,3327281,,2056668,55031444,4865281,78016,8072976,629835033,,21619418,296523,1803968,26693156,2087276,8758797,2301675,5614816,71203,498404,5234233,,12147876,2728329,383384,,4548611,1299452575,923149527,1041882182,911001651,,,6742605,37396372,3130554,342738,1928976,728901,37400676,167416699,204136249,448110317,226124665,,,252810683,,401390,2670588,186073394,31946456,,122571,682933,704924,2239377,42221344,10474404,,5525298,,51691,,77487,6522088,4748786,690946,375329,4613930,267320391,579454237,,,3618985,3512801,5309446,2055598133,145744,2649823466,194659676,399565657,594225333,542479615,111442850,34076678,13018619,2038088,,3450869,29628207,1377690,65126513,2675214,7785456,17651074,45934,23959241,,903506,2574527,2853538,1041800639,244942076,279312740,271222671,,1225060,368816643,1907407,1000204,1584918,2758634,,1805576,2615256201,261355953,,1197162637,,232195,247481,1028527,8938681,6421362,12290645,148227,6228324,201439,,,1519266,615928,,53800047,52481,148940867,166777811,147345577,,,2353900248,1878524,,1253722,311826,15263618,10514229,24590638,1031580,,12734812,8210231,,113725,2085205,2687383,6591091,67046454,164498486,,2315385,606197704,1072171,,11203442,959600,73035586,,1623703,3029711,2816127,13645023,42124647,19686741,5411401,530909495,311191316,1989105,259659,,10988040,76949087,4509683,86073,,76446,10354006,5580277,3812994,,,41420,2756420,2095969,,2767283,1023031,15490323,223846,5050155,24569734,719420105,719420105,,3903542,21772138,9797633,,82881,,53755,374667377,374708797,,374708797,,15042803,244946,565662,4537042,3775177,8723151,,3336724,19373114,33009054,491397,2785858,49937,650410,5021654,34024012,2389522,,,13925020,25421740,1258639,30647020,148361957,1156737611,1718844,13012384,99939,13141212,42396985,56029,1595290,3194710438,9902287,,5924930,6535007,,,,,
2005 [YR2005],12101551,1501423,16452871,,,9995796,46471,154198970,19996580,1579388,52456,10216231,4228324,4257347,168536,355021,70379646,142477,5152853,5337874,140948,4026822,,311752,4550478,1923738,939822,94692609,,178759,3931994,6799929,3772658,6829733,8722280,16293676,242428,3350373,,2093009,54896380,5041952,78478,8159811,633381243,,21909656,303614,1860062,27546761,2117986,8935192,2302805,5623520,73163,507185,5237556,,12233823,2735229,389625,,4617728,1320511886,930347324,1049470212,918113501,,,6856562,38071513,3150611,356138,1983984,725196,38450796,168222629,204413822,449432015,226403503,,,253728266,,402772,2678373,190823806,32184928,,124154,700401,728084,2210626,42171170,10778298,,5546900,,51772,,77656,6673511,4841089,706552,374704,4686361,275020900,583216766,,,3703204,3544231,5300472,2077119602,147947,2685532387,199054387,409358398,608412785,551056671,112891716,34458280,13357780,2082083,,3511390,29765643,1386369,65158293,2765918,7849892,18138664,46835,24012641,,932344,2603616,2900066,1048259307,248223670,282934827,274831903,,1212346,378036579,1960919,1007298,1626142,2805687,,1779046,2650763346,268622571,,1216678598,,235616,253313,1030508,9206230,6603729,12510515,150778,6427936,202803,,,1562469,619540,,54526575,52228,151559043,169894822,149922534,,,2382140775,1873351,,1269516,312424,15445754,10817065,24800752,1044649,,12917908,8227240,,115467,2108864,2723938,6833661,68779525,165987290,,2329544,610294659,1090916,,11406991,971340,74577796,,1654463,3104704,2860748,13814104,42912666,19686876,5423368,533519436,320274885,1986720,280456,,10928084,76730155,4597016,86737,,78273,10600689,5733499,3803197,,,41459,2867313,2148595,,2768010,1023995,15728704,229825,5198621,24859926,731395401,731395401,,4063076,22122529,9899299,,83618,,53832,384824086,384865545,,384865545,,15411917,247643,570713,4551972,3796839,8960363,,3404261,19969892,33248154,506074,2859646,50370,654003,5070948,34483839,2415757,,,14410906,25256050,1362160,30830649,149693614,1165462177,1720425,13165319,102573,13377193,42787022,56052,1636509,3233980112,10182876,,6085267,6625446,,,,,
2006 [YR2006],12511524,1493529,16703283,,,10357453,46958,157610509,20208300,1568169,52896,10363514,4247907,4298747,171826,376373,71421204,143023,5126551,5371630,144785,4142662,,317962,4629472,1922688,953831,95785485,,180716,3902061,6999447,3901624,6931842,8959109,16420913,244798,3372687,,2129935,54765774,5217267,78917,8246307,636773435,,22194536,310901,1921793,28437110,2148776,9122590,2301544,5630265,75301,517088,5245325,,12311418,2743469,396098,,4686450,1341695732,937285335,1056962387,924973917,,,6973888,38741584,3170205,370372,2032569,721050,39511656,168963007,204755161,450780757,226738299,,,254609719,,405266,2687301,195684236,32407420,,125657,718642,751880,2181254,42097724,11091802,,5569090,,51876,,77813,6825376,4940389,722555,373998,4759769,282895850,587220806,,,3786765,3582945,5293268,2098480004,151292,2721409769,203593226,419336539,622929765,559563591,114337725,34883854,13697544,2138949,,3573339,29856811,1394091,65225132,2878776,7928259,18641434,47825,24143347,,977642,2632847,2947921,1054573643,251533382,286579235,278471479,,1201684,387345969,1990038,1014885,1682171,2853906,,1753791,2686436719,276140374,,1236166322,,239202,258671,1032210,9478640,6798963,12729790,153400,6637701,203612,,,1606638,622406,,55328392,51917,154326454,173225789,152647634,,,2410296345,1867061,,1286191,312787,15632268,11127354,24990395,1057884,,13102582,8238155,,117072,2134243,2761150,7086722,70575262,167530917,,2345795,614600190,1108721,,11620185,984235,76158307,,1685542,3180856,2902864,13984304,43648302,19681594,5438963,536309499,329596351,1978371,304752,,10871743,76547265,4705238,87402,,80115,10859788,5892207,3788929,,,42053,2963494,2219975,,2768353,1025361,15977107,235811,5355129,25134739,743227098,743227098,,4241527,22478916,9998528,,84445,,53902,395309289,395351342,,395351342,,15772857,250376,577859,4573930,3817289,9277465,,3474794,20594292,33474683,516874,2936234,50767,657407,5123646,34926952,2444094,,,14910958,25108928,1495108,31033778,151110004,1174130023,1723848,13326293,105247,13612212,43171668,56074,1678820,3273657525,10469172,,6251170,6725025,,,,,
2007 [YR2007],12884170,1482744,16970004,,,10731777,47505,161177796,20419085,1556308,53083,10422277,4260003,4342781,175097,400183,72406278,143606,5107758,5409812,148735,4260766,,324132,4708621,1919969,968699,96838834,,182435,3872927,7206339,4037430,7030759,9204382,16577614,246814,3394343,,2167033,54566516,5392219,79345,8332331,639964959,,22474113,318384,1988386,29368620,2179428,9320689,2299377,5635277,77110,527833,5267565,,12381989,2754774,402695,,4754806,1362997238,943935472,1064139242,931553483,,,7094093,39412176,3189419,385405,2075632,717619,40585784,169807957,205168050,452362838,227144093,,,255544390,,408713,2697372,200658143,32606410,,127078,737674,776342,2150918,42015818,11414105,,5588865,,51983,,77960,6977903,5047276,739065,373316,4833926,290959517,591440667,,,3869619,3629510,5285599,2119629987,154970,2757421937,208295828,429496122,637791950,567989344,115784629,35344702,14040247,2202408,,3636807,30017653,1400949,65325239,3012088,8014140,19159232,48873,24271299,,1036193,2660134,2996951,1060674199,254862625,290239489,282132659,,1192294,396765797,2000361,1022950,1749372,2902842,,1736215,2722238204,283897658,,1255670471,,242672,263640,1033542,9755837,7005096,12948160,156088,6857144,204389,,,1651799,625218,,56195237,51576,157226837,176745654,155504587,,,2438340546,1861275,,1303860,313068,15823477,11446408,25162018,1071328,,13287135,8253650,,118561,2153316,2798886,7350684,72433510,169104533,,2366827,619086974,1126274,,11842928,998122,77775038,,1716890,3258042,2942792,14156091,44340289,19676666,5458782,539278096,339176111,1966494,332214,,10720794,76477319,4826620,88074,,81991,11130264,6056694,3773375,,,41895,3047406,2317674,,2769144,1028316,16235393,241787,5518185,25398431,754918061,754918061,,4434537,22878702,10095876,,85345,,53967,406127159,406169054,,406169054,,16129672,253138,586783,4603869,3847366,9654735,,3548504,21247255,33686665,524754,3015258,51130,660702,5179591,35357702,2474706,,,15426322,24984668,1652493,31254862,152526919,1182670075,1728798,13515418,107969,13846147,43554275,56163,1722250,3313678871,10761669,,6422784,6833822,,,,,
2008 [YR2008],13239157,1470945,17255141,,,11119158,48100,164879183,20630231,1545072,53104,10627076,4271284,4430364,178302,424676,73351150,144221,5094092,5451562,152747,4381295,,330225,4787987,1914801,984471,97861857,,184081,3845167,7420315,4177791,7129304,9457610,16754869,248665,3415573,,2201977,54373277,5569176,79756,8417474,643116500,,22747981,326071,2057633,30340498,2209783,9531016,2298601,5639981,78421,538700,5302159,,12447617,2770007,409465,,4822746,1384412865,950522649,1071433690,938075032,,,7216381,40102879,3208385,401174,2114964,715336,41677385,170616722,205754575,454136480,227737185,,,256462866,,412794,2708568,205732985,32786998,,128407,757855,801506,2120993,41910331,11740054,,5608998,,52104,,78106,7131482,5160143,756221,372811,4908447,299222988,595930455,,,3951543,3666317,5276393,2140913754,157684,2793886937,213163541,439809642,652973183,576308230,117243106,35834024,14397667,2249100,,3701329,30230970,1407101,65380944,3164838,8107052,19691569,49969,24462878,,1105851,2687890,3046069,1066838144,258200704,293908683,285803884,,1180132,406338475,2010478,1031716,1823016,2949337,,1721514,2758478917,291837045,,1275259980,,246737,268490,1034593,10037730,7220362,13168178,158881,7083581,205745,,,1698322,627462,,57105221,51234,160241656,180421634,158469050,,,2466641872,1856120,,1322895,313394,16020577,11774542,25325526,1085741,,13471945,8283389,,119996,2170475,2836764,7626315,74353790,170707099,,2392602,623830460,1146288,,12076098,1012681,79431613,,1748568,3336019,2981422,14331114,45011888,19684009,5478177,542502915,349036618,1954452,362569,,10551954,76493620,4958110,88751,,83892,11413740,6227702,3756598,,,42453,3122554,2447510,,2771267,1026745,16504352,247755,5686887,25663209,766481764,766481764,,4636257,23231169,10190563,,86265,,54029,417277569,417320022,,417320022,,16487367,255932,597107,4635566,3891863,10025416,,3625528,21926252,33887527,531008,3096657,51445,663961,5238603,35793116,2508073,,,15957887,24874098,1819780,31482288,153952230,1191381892,1734827,13731105,110733,14078621,43944331,56318,1772606,3354409372,11060625,,6601448,6953116,,,,,
2009 [YR2009],13606016,1460006,17560693,,,11520427,48708,168667331,20843519,1536225,53112,10844514,4280016,4518847,181428,447439,74279294,144830,5085742,5494806,156766,4504444,,336200,4867677,1906311,1001136,98867347,,185887,3819980,7640864,4319930,7231015,9718030,16945444,250602,3436713,,2231568,54268423,5751676,80165,8501178,646186349,,23015775,333967,2126464,31351867,2239527,9754691,2295806,5646174,79226,548667,5324099,,12511265,2783761,416421,,4890245,1405926959,957091295,1078558511,944580030,,,7339466,40840217,3227242,417606,2153457,713510,42792316,171155967,206676102,455964091,228673388,,,257194280,,417023,2720153,210879255,32953215,,129653,779641,827422,2090928,41778326,12062997,,5628369,,52238,,78259,7286760,5276379,774218,372686,4982759,307702516,599948612,,,4032338,3688296,5267839,2162534332,158089,2830961294,218184630,450242332,668426962,584488322,118727333,36339464,14785372,2273788,,3789762,30380949,1412812,65394930,3334906,8318483,20237536,51060,24595825,,1183027,2722306,3093713,1073190532,261529832,297570607,289466132,,1160972,416123553,2046474,1041401,1895866,2989125,,1705103,2795321243,299879476,,1295024872,,250964,273617,1035471,10324224,7442078,13392954,161801,7313412,207256,,,1746655,629116,,58025277,50930,163326126,184210161,161501510,,,2495441767,1852342,,1343772,313826,16224825,12112282,25494251,1102004,,13656848,8323789,,121329,2191055,2874228,7914508,76334495,172226251,,2418851,628188434,1172364,,12315633,1027400,81130832,,1780611,3414498,3020027,14511323,45696154,19701480,5495961,545259001,359209277,1943273,395400,,10472080,76551094,5093921,89442,,85833,11711992,6406123,3740801,,,42346,3194915,2524989,,2774474,1033080,16779746,253694,5859807,25945201,777941269,777941269,,4838424,23432569,10281956,,87128,,54079,428756619,428798965,,428798965,,16853223,258737,608189,4670976,3935920,10297612,,3706102,22627715,34081455,537656,3180246,51729,667301,5300179,36256291,2544659,,,16506994,24783679,1976795,31702292,155280807,1200416895,1741157,13960929,113522,14309221,44353480,56432,1824616,3395269855,11366222,,6788720,7084029,,,,,
2010 [YR2010],14005473,1451422,17887239,,,11936016,49291,172508052,21060096,1530960,53202,11014499,4287444,4568408,184443,466811,75208034,145422,5078980,5544815,160739,4630423,,342029,4947771,1894075,1018676,99864354,,187997,3794830,7867595,4461964,7338386,9985019,17134047,252788,3458026,,2253893,54070843,5942186,80573,8583041,649172215,,23277201,342067,2192706,32401848,2268446,9992365,2289913,5655068,80458,557031,5333373,,12575130,2794956,423587,,4957260,1427625620,963698382,1085667178,951123252,,,7462398,41641634,3246088,434624,2193336,711411,43934516,171547697,207703082,457660280,229642269,,,257720947,,421030,2731215,216081462,33112228,,130825,803281,854117,2061073,41688042,12378257,,5639279,,52381,,78418,7444182,5394250,793195,373095,5056436,316409765,603595266,,,4111846,3728491,5255174,2184088489,157818,2868357468,223507602,460761377,684268979,592508750,120245778,36851011,15213700,2288159,,3857885,30480264,1418287,65426397,3519461,8432075,20796266,52120,24724979,,1264499,2755564,3138887,1079313078,264835613,301212212,293104067,,1137039,426163994,2125452,1052149,1962744,3019583,,1671542,2832559756,307971473,,1315157418,,255121,279283,1036246,10615345,7668291,13624427,164874,7544179,208143,,,1797102,630609,,58930624,50717,166448547,188017223,164570276,,,2524588283,1849494,,1366755,314208,16436824,12460011,25677919,1120725,,13841577,8364526,,123063,2214443,2910869,8215973,78374056,173680525,,2445123,632224791,1206905,,12563311,1041958,82873406,,1813055,3493244,3059484,14697923,46416789,19649274,5511012,547763709,369715098,1933052,430198,,10416650,76601805,5229831,90154,,87809,12025041,6592433,3725389,,,43472,3268922,2571724,,2776335,1035302,17063295,259622,6035992,26255467,789313612,789313612,,5034943,23548789,10369469,,87893,,54114,440560520,440603992,,440603992,,17232707,261542,619534,4706949,3972360,10409556,,3790278,23349002,34271291,546158,3265863,51982,670819,5363832,36762717,2584696,,,17074596,24698001,2109194,31932131,156546478,1209430865,1747220,14356211,116333,14537612,44789445,56500,1878271,3436155022,11678397,,6985738,7227111,,,,,
2011 [YR2011],14444001,1445814,18235997,,,12366067,49845,176400834,21280453,1529747,53404,11173044,4298591,4623725,187323,481963,76143513,145985,5070291,5622454,164662,4759210,,347687,5028274,1877446,1037138,100856156,,190489,3770998,8100460,4602491,7452628,10258448,17304245,255305,3479511,,2267889,53879363,6141542,80980,8662885,652141182,,23531915,350386,2255539,33489678,2296505,10245339,2218757,5667422,81755,563480,5340649,,12639905,2805171,430997,,5023735,1449357717,970437052,1092815799,957797147,,,7584942,42514861,3265001,452205,2234867,708776,45105286,171172987,208789641,458647137,230672189,,,257483510,,424734,2742499,221335898,33267161,,131899,828981,881602,2032045,40896135,12683468,,5633479,,52532,,78582,7603779,5513181,813185,374094,5129341,325347313,606210432,,,4189937,3765410,5239172,2205872082,158360,2906189673,228960663,471356928,700317591,600355301,121803025,37367821,15688080,2300365,,3927384,30531102,1423553,65322287,3719036,8549430,21367666,53133,24921589,,1350547,2788474,3181033,1085559118,268115520,304817649,296714611,,1116302,436474545,2255349,1064073,2022344,3038911,,1635130,2870240835,316092268,,1335507671,,260301,285596,1036955,10911018,7898445,13864137,168107,7774713,208785,,,1849830,631622,,59814705,50605,169608126,191861906,167672719,,,2554148567,1847936,,1391988,314411,16657128,12817824,25880018,1142279,,14027046,8401919,,125327,2230475,2946579,8531303,80473208,174975769,,2473134,635338425,1250908,,12817165,1056229,84661523,,1845891,3572147,3100121,14891720,47182030,19663791,5515281,549191476,380562813,1910619,467061,,10370869,76657531,5365672,90888,,89819,12355754,6787010,3696180,,,42511,3345050,2626460,,2778938,1035981,17352905,265510,6215311,26598990,800599852,800599852,,5223873,23656308,10452674,,88528,,54137,452690644,452733155,,452733155,,17627391,264350,631072,4738924,4012164,10337619,,3878014,24089109,34459009,556871,3353558,52197,674502,5429621,37316008,2628440,,,17660958,24613570,2211378,32162192,157671524,1218640896,1752937,14741757,119162,14763532,45256850,56530,1935407,3476451267,11997299,,7193161,7383078,,,,,
